"","Country.Name","Year","Total.Land","Agriculture.Land","Forest.Area"
"1990","Latin America & the Caribbean (IDA & IBRD countries)",1998,19913632,7043795,49.47623
"1991","Timor-Leste",1998,14870,3410,58.93746
"1992","Middle East & North Africa (IDA & IBRD countries)",1998,8637920,2132456.2,2.193473
"1993","Tonga",1998,720,310,12.5
"1994","South Asia (IDA & IBRD)",1998,4772910,2720694,16.5522
"1995","Sub-Saharan Africa (IDA & IBRD countries)",1998,23617391,10086310,28.32582
"1996","Trinidad and Tobago",1998,5130,660,45.81287
"1997","Tunisia",1998,155360,94200,5.137745
"1998","Turkey",1998,769630,399190,13.08525
"1999","Tuvalu",1998,30,20,33.33333
"2000","Tanzania",1998,885800,338000,59.51682
"2001","Uganda",1998,199810,122420,20.24623
"2002","Upper middle income",1998,58191962,20261304,34.83525
"2003","Uruguay",1998,175020,149500,7.172437
"2004","United States",1998,9158960,4145880,33.11717
"2005","St. Vincent and the Grenadines",1998,390,110,66.15385
"2006","Venezuela, RB",1998,882050,216420,56.37549
"2007","British Virgin Islands",1998,150,80,24.53333
"2008","Virgin Islands (U.S.)",1998,350,80,60.25714
"2009","Vietnam",1998,325490,80550,34.57618
"2010","Vanuatu",1998,12190,1720,36.09516
"2011","World",1998,129743505.4,49395465.2,31.37072
"2012","Samoa",1998,2830,510,57.5265
"2013","Yemen, Rep.",1998,527970,236800,1.039832
"2014","South Africa",1998,1213090,979880,7.617737
"2015","Zambia",1998,743390,220250,69.23311
"2016","Zimbabwe",1998,386850,145200,50.53121
"2017","Aruba",1999,180,20,2.333333
"2018","Afghanistan",1999,652860,377530,2.067825
"2019","Angola",1999,1246700,574000,48.00898
"2020","Albania",1999,27400,11450,28.14781
"2021","Andorra",1999,470,188,34.04255
"2022","Arab World",1999,13624011,5395305,3.531473
"2023","United Arab Emirates",1999,83600,5210,3.630383
"2024","Argentina",1999,2736690,1284120,11.74897
"2025","American Samoa",1999,200,47.9,90.4
"2026","Antigua and Barbuda",1999,440,90,22.79545
"2027","Australia",1999,7682300,4537290,16.76724
"2028","Austria",1999,82580,29552,46.40107
"2029","Burundi",1999,25680,18870,8.064642
"2030","Benin",1999,112760,31100,45.50372
"2031","Burkina Faso",1999,273600,99700,23.05519
"2032","Bangladesh",1999,130170,94860,11.29753
"2033","Bulgaria",1999,110630,56790,30.46371
"2034","Bahrain",1999,710,100,0.5070423
"2035","Bahamas, The",1999,10010,120,51.44855
"2036","Belize",1999,22810,1500,64.66331
"2037","Bermuda",1999,50,4,20
"2038","Bolivia",1999,1083300,370690,55.71993
"2039","Brazil",1999,8358140,2607590,62.67149
"2040","Barbados",1999,430,180,14.65116
"2041","Brunei Darussalam",1999,5270,100,75.63567
"2042","Bhutan",1999,39800,5720,65.22789
"2043","Botswana",1999,566730,258410,22.32686
"2044","Central African Republic",1999,622980,51490,35.98767
"2045","Canada",1999,9093510,677230,38.25246
"2046","Central Europe and the Baltics",1999,1105006,604520,32.43114
"2047","Switzerland",1999,39525,15691,30.09994
"2048","Channel Islands",1999,190,79,4.210526
"2049","Chile",1999,743532,150600,21.21886
"2050","China",1999,9388230,5231330,18.64191
"2051","Cote d'Ivoire",1999,318000,196000,32.44465
"2052","Cameroon",1999,472710,91600,47.25096
"2053","Congo, Dem. Rep.",1999,2267050,256000,69.50019
"2054","Congo, Rep.",1999,341500,105440,66.09956
"2055","Colombia",1999,1109500,456680,55.93538
"2056","Comoros",1999,1861,1320,24.39549
"2057","Cabo Verde",1999,4030,710,19.76675
"2058","Costa Rica",1999,51060,18880,46.90168
"2059","Caribbean small states",1999,404850,26284,85.77332
"2060","Cuba",1999,107400,66600,22.32123
"2061","Cayman Islands",1999,240,27,52.91667
"2062","Cyprus",1999,9240,1442,18.45887
"2063","Germany",1999,348980,171520,32.51934
"2064","Djibouti",1999,23180,15510,0.2415876
"2065","Dominica",1999,750,190,63.46667
"2066","Denmark",1999,42430,26440,13.69951
"2067","Dominican Republic",1999,48310,24670,29.97102
"2068","Algeria",1999,2381740,397310,0.6666555
"2069","East Asia & Pacific (excluding high income)",1999,15929860,7677194.9,28.50967
"2070","Early-demographic dividend",1999,33110230,13505819,23.2009
"2071","East Asia & Pacific",1999,24401790,12447586.9,25.6778
"2072","Europe & Central Asia (excluding high income)",1999,22692652,6396637,38.44283
"2073","Europe & Central Asia",1999,27424102,8223705,37.46344
"2074","Ecuador",1999,248360,80750,55.64145
"2075","Egypt, Arab Rep.",1999,995450,34830,0.05776282
"2076","Euro area",1999,2645382,1259429,36.452
"2077","Spain",1999,499440,297780,33.35776
"2078","Ethiopia",1999,1e+06,306760,13.8459
"2079","European Union",1999,4209582,2003949,36.41719
"2080","Fragile and conflict affected situations",1999,14824328,5023620,24.24228
"2081","Finland",1999,304590,22014,73.50208
"2082","Fiji",1999,18270,4280,53.51341
"2083","France",1999,547566,299291,27.76597
"2084","Faroe Islands",1999,1396,30,0.05730659
"2085","Gabon",1999,257670,51600,85.38053
"2086","United Kingdom",1999,241930,172190,12.1374
"2087","Ghana",1999,227540,141800,39.02962
"2088","Guinea",1999,245720,135400,28.24353
"2089","Gambia, The",1999,10120,5520,45.36561
"2090","Guinea-Bissau",1999,28120,15880,75.73257
"2091","Equatorial Guinea",1999,28050,3340,62.55615
"2092","Greece",1999,128900,86700,27.70209
"2093","Grenada",1999,340,120,49.97059
"2094","Greenland",1999,410450,2357,0.0005359971
"2095","Guatemala",1999,107160,44400,39.7723
"2096","Guam",1999,540,200,46.2963
"2097","Guyana",1999,196850,17350,84.45923
"2098","High income",1999,34997804.4,13479400,28.53775
"2099","Honduras",1999,111890,33370,58.68621
"2100","Heavily indebted poor countries (HIPC)",1999,19753821,7589870,30.55415
"2101","Haiti",1999,27560,16900,3.980406
"2102","Hungary",1999,89800,61860,21.21826
"2103","IBRD only",1999,69428657,25064236,34.04249
"2104","IDA & IBRD total",1999,95750045,36276789,32.08983
"2105","IDA total",1999,26321388,11212553,26.93711
"2106","IDA blend",1999,5937560,3307064,22.48137
"2107","Indonesia",1999,1811570,458770,55.93082
"2108","IDA only",1999,20383828,7905489,28.2357
"2109","Isle of Man",1999,570,434,6.070175
"2110","India",1999,2973190,1810210,21.94441
"2111","Ireland",1999,68890,44180,8.970242
"2112","Iran, Islamic Rep.",1999,1628760,636870,5.710295
"2113","Iraq",1999,437370,87500,1.867069
"2114","Iceland",1999,100250,18890,0.2746135
"2115","Israel",1999,21640,5590,6.973198
"2116","Italy",1999,294110,157990,28.19047
"2117","Jamaica",1999,10830,4820,31.51154
"2118","Jordan",1999,88240,10670,1.104941
"2119","Japan",1999,364500,52710,68.26722
"2120","Kenya",1999,569140,268760,6.454827
"2121","Cambodia",1999,176520,46400,66.201
"2122","Kiribati",1999,810,340,15
"2123","St. Kitts and Nevis",1999,260,100,42.30769
"2124","Korea, Rep.",1999,96460,19540,65.27265
"2125","Kuwait",1999,17820,1440,0.2643098
"2126","Latin America & Caribbean (excluding high income)",1999,19096650,6825014,50.57426
"2127","Lao PDR",1999,230800,17730,72.08787
"2128","Lebanon",1999,10230,5825,12.80547
"2129","Liberia",1999,96320,25900,48.37002
"2130","Libya",1999,1759540,154500,0.1233277
"2131","St. Lucia",1999,610,154,34.85246
"2132","Latin America & Caribbean",1999,20042744.4,7129110,49.10482
"2133","Least developed countries: UN classification",1999,20139621,7752306,29.1834
"2134","Low income",1999,13380901,4864166,30.00156
"2135","Liechtenstein",1999,160,70,42.875
"2136","Sri Lanka",1999,62710,23450,35.10126
"2137","Lower middle income",1999,23172787,10769045,27.13629
"2138","Low & middle income",1999,94696553,35866812.9,32.24765
"2139","Lesotho",1999,30360,23290,1.376812
"2140","Late-demographic dividend",1999,44557513,15794507,38.70033
"2141","Morocco",1999,446300,306930,11.1788
"2142","Madagascar",1999,581540,395000,22.50903
"2143","Maldives",1999,300,80,3.333333
"2144","Middle East & North Africa",1999,11238830,3884845,1.818988
"2145","Mexico",1999,1943950,1063260,35.00419
"2146","Middle income",1999,81371582,31022970.9,32.61801
"2147","Mali",1999,1220190,376500,4.900057
"2148","Malta",1999,320,90,1.09375
"2149","Myanmar",1999,653540,106090,54.01812
"2150","Middle East & North Africa (excluding high income)",1999,8643940,2123195,2.19859
"2151","Mongolia",1999,1553560,1302820,7.59475
"2152","Mozambique",1999,786380,481900,52.6552
"2153","Mauritania",1999,1030700,397500,0.3170661
"2154","Mauritius",1999,2030,1000,20.60099
"2155","Malawi",1999,94280,46800,38.18307
"2156","Malaysia",1999,328550,70210,65.95495
"2157","North America",1999,18252520,4816104,35.68151
"2158","Namibia",1999,823290,388200,9.844648
"2159","New Caledonia",1999,18280,2430,45.89716
"2160","Niger",1999,1266700,370000,1.097103
"2161","Nigeria",1999,910770,709000,14.8739
"2162","Nicaragua",1999,120340,50180,32.27522
"2163","Netherlands",1999,33760,19670,10.61908
"2164","Norway",1999,365245,10380,33.16924
"2165","Nepal",1999,143000,42366,27.91399
"2166","Nauru",1999,20,4,0
"2167","New Zealand",1999,263310,149030,38.32327
"2168","OECD members",1999,34384014,12984638,31.0694
"2169","Oman",1999,309500,10710,0.006462036
"2170","Other small states",1999,2032331,817992,26.98922
"2171","Pakistan",1999,770880,367560,2.798231
"2172","Panama",1999,74340,21570,65.70218
"2173","Peru",1999,1280000,228260,59.62844
"2174","Philippines",1999,298170,112350,23.40879
"2175","Papua New Guinea",1999,452860,9930,74.20108
"2176","Poland",1999,306290,184350,29.51843
"2177","Pre-demographic dividend",1999,20167611,8281710,28.4317
"2178","Puerto Rico",1999,8870,2599,48.90417
"2179","Korea, Dem. People’s Rep.",1999,120410,25500,58.63134
"2180","Portugal",1999,91500,38630,36.63716
"2181","Paraguay",1999,397300,200830,49.19935
"2182","West Bank and Gaza",1999,6020,3640,1.508306
"2183","Pacific island small states",1999,64200,8347,62.24688
"2184","Post-demographic dividend",1999,31450086,11771640,31.37461
"2185","French Polynesia",1999,3660,430,27.3224
"2186","Qatar",1999,11610,660,0
"2187","Romania",1999,229600,147810,27.72866
"2188","Rwanda",1999,24670,16610,13.83867
"2189","South Asia",1999,4772910,2721776,16.55438
"2190","Saudi Arabia",1999,2149690,1737850,0.4544841
"2191","Sudan",1999,2376000,1313520,12.27171
"2192","Senegal",1999,192530,91120,46.4499
"2193","Singapore",1999,670,12,24.40299
"2194","Solomon Islands",1999,27990,760,81.22901
"2195","Sierra Leone",1999,72180,28040,40.75367
"2196","El Salvador",1999,20720,14810,16.24035
"2197","San Marino",1999,60,10,0
"2198","Somalia",1999,627340,440670,12.10141
"2199","Sub-Saharan Africa (excluding high income)",1999,23616931,10143370,28.17423
"2200","Sub-Saharan Africa",1999,23617391,10143410,28.1754
"2201","Small states",1999,2501381,852623,37.40838
"2202","Sao Tome and Principe",1999,960,470,58.33333
"2203","Suriname",1999,156000,880,98.68526
"2204","Sweden",1999,410340,31940,68.60896
"2205","Swaziland",1999,17200,12230,29.84884
"2206","Seychelles",1999,460,40,88.41304
"2207","Syrian Arab Republic",1999,183780,137670,2.317989
"2208","Turks and Caicos Islands",1999,950,10,36.21053
"2209","Chad",1999,1259200,486300,5.053923
"2210","East Asia & Pacific (IDA & IBRD countries)",1999,15809250,7651647,28.27947
"2211","Europe & Central Asia (IDA & IBRD countries)",1999,22998942,6580987,38.32392
"2212","Togo",1999,54390,36300,9.301342
"2213","Thailand",1999,510890,200170,32.70841
"2214","Latin America & the Caribbean (IDA & IBRD countries)",1999,19913632,7059414,49.25
"2215","Timor-Leste",1999,14870,3370,58.18426
"2216","Middle East & North Africa (IDA & IBRD countries)",1999,8637920,2119555,2.199071
"2217","Tonga",1999,720,310,12.5
"2218","South Asia (IDA & IBRD)",1999,4772910,2721776,16.55438
"2219","Sub-Saharan Africa (IDA & IBRD countries)",1999,23617391,10143410,28.1754
"2220","Trinidad and Tobago",1999,5130,670,45.67446
"2221","Tunisia",1999,155360,95260,5.262616
"2222","Turkey",1999,769630,403020,13.15814
"2223","Tuvalu",1999,30,20,33.33333
"2224","Tanzania",1999,885800,339000,59.06525
"2225","Uganda",1999,199810,122620,19.80481
"2226","Upper middle income",1999,58198795,20253925.9,34.79962
"2227","Uruguay",1999,175020,149540,7.4992
"2228","United States",1999,9158960,4138870,33.12902
"2229","St. Vincent and the Grenadines",1999,390,110,66.41026
"2230","Venezuela, RB",1999,882050,216330,56.04954
"2231","British Virgin Islands",1999,150,70,24.46667
"2232","Virgin Islands (U.S.)",1999,350,70,59.37143
"2233","Vietnam",1999,325490,84130,35.30247
"2234","Vanuatu",1999,12190,1730,36.09516
"2235","World",1999,129750287.4,49366536.9,31.31308
"2236","Samoa",1999,2830,508,58.97527
"2237","Yemen, Rep.",1999,527970,236680,1.039832
"2238","South Africa",1999,1213090,980580,7.617737
"2239","Zambia",1999,743390,224050,69.009
"2240","Zimbabwe",1999,386850,148400,49.68592
"2241","Aruba",2000,180,20,2.333333
"2242","Afghanistan",2000,652860,377530,2.067825
"2243","Angola",2000,1246700,573000,47.90888
"2244","Albania",2000,27400,11440,28.07664
"2245","Andorra",2000,470,188,34.04255
"2246","Arab World",2000,13624011,5395402,3.514498
"2247","United Arab Emirates",2000,83600,5520,3.708134
"2248","Argentina",2000,2736690,1285100,11.6418
"2249","American Samoa",2000,200,48,90.25
"2250","Antigua and Barbuda",2000,440,90,22.72727
"2251","Australia",2000,7682300,4555000,16.77115
"2252","Austria",2000,82580,29402,46.47614
"2253","Burundi",2000,25680,18670,7.71028
"2254","Benin",2000,112760,31950,44.88294
"2255","Burkina Faso",2000,273600,97700,22.83626
"2256","Bangladesh",2000,130170,94000,11.27756
"2257","Bulgaria",2000,110630,55820,30.5071
"2258","Bahrain",2000,710,92,0.5211268
"2259","Bahamas, The",2000,10010,130,51.44855
"2260","Belize",2000,22810,1490,63.97633
"2261","Bermuda",2000,50,4,20
"2262","Bolivia",2000,1083300,371430,55.47032
"2263","Brazil",2000,8358140,2614060,62.36723
"2264","Barbados",2000,430,180,14.65116
"2265","Brunei Darussalam",2000,5270,100,75.33207
"2266","Bhutan",2000,39800,5300,65.47739
"2267","Botswana",2000,566730,259510,22.11812
"2268","Central African Republic",2000,622980,51490,35.96263
"2269","Canada",2000,9093510,676130,38.24728
"2270","Central Europe and the Baltics",2000,1104936,591050,32.48785
"2271","Switzerland",2000,39524,15660,30.20949
"2272","Channel Islands",2000,190,79,4.210526
"2273","Chile",2000,743532,151100,21.29565
"2274","China",2000,9388220,5220030,18.85347
"2275","Cote d'Ivoire",2000,318000,196000,32.47799
"2276","Cameroon",2000,472710,91600,46.78556
"2277","Congo, Dem. Rep.",2000,2267050,256000,69.36283
"2278","Congo, Rep.",2000,341500,105400,66.04978
"2279","Colombia",2000,1109500,448590,55.69936
"2280","Comoros",2000,1861,1330,24.18055
"2281","Cabo Verde",2000,4030,710,20.36973
"2282","Costa Rica",2000,51060,18400,46.53349
"2283","Caribbean small states",2000,404850,25977,85.71229
"2284","Cuba",2000,107400,65540,22.67225
"2285","Cayman Islands",2000,240,27,52.91667
"2286","Cyprus",2000,9240,1415,18.57251
"2287","Germany",2000,348950,170680,32.53761
"2288","Djibouti",2000,23180,16010,0.2415876
"2289","Dominica",2000,750,210,63.10667
"2290","Denmark",2000,42430,26470,13.7992
"2291","Dominican Republic",2000,48310,25150,30.75968
"2292","Algeria",2000,2381740,400210,0.6629607
"2293","East Asia & Pacific (excluding high income)",2000,15915420,7686370,28.51481
"2294","Early-demographic dividend",2000,33110580,13527198,23.05416
"2295","East Asia & Pacific",2000,24387350,12479612,25.68218
"2296","Europe & Central Asia (excluding high income)",2000,22685472,6395287,38.46317
"2297","Europe & Central Asia",2000,27449142,8224267,37.48817
"2298","Ecuador",2000,248360,80660,55.27831
"2299","Egypt, Arab Rep.",2000,995450,32910,0.05926968
"2300","Euro area",2000,2677783,1267817,36.52083
"2301","Spain",2000,499000,297660,34.02192
"2302","Ethiopia",2000,1e+06,306620,13.705
"2303","European Union",2000,4241913,1997007,36.47796
"2304","Fragile and conflict affected situations",2000,14824328,5046455,24.13386
"2305","Finland",2000,304590,22180,73.68922
"2306","Fiji",2000,18270,4280,53.66393
"2307","France",2000,547567,298074,27.9217
"2308","Faroe Islands",2000,1396,30,0.05730659
"2309","Gabon",2000,257670,51600,85.38053
"2310","United Kingdom",2000,241930,169640,12.21014
"2311","Ghana",2000,227540,144300,39.15356
"2312","Guinea",2000,245720,134890,28.09702
"2313","Gambia, The",2000,10120,5520,45.55336
"2314","Guinea-Bissau",2000,28120,16280,75.39118
"2315","Equatorial Guinea",2000,28050,3340,62.13904
"2316","Greece",2000,128900,85290,27.93638
"2317","Grenada",2000,340,120,49.97059
"2318","Greenland",2000,410450,2358,0.0005359971
"2319","Guatemala",2000,107160,44650,39.26838
"2320","Guam",2000,540,200,46.2963
"2321","Guyana",2000,196850,17080,84.43993
"2322","High income",2000,35032984.4,13510032,28.55755
"2323","Honduras",2000,111890,29350,57.12754
"2324","Heavily indebted poor countries (HIPC)",2000,19753821,7614830,30.40744
"2325","Haiti",2000,27560,16900,3.955007
"2326","Hungary",2000,89620,58540,21.39031
"2327","IBRD only",2000,69407057,25062419,34.0007
"2328","IDA & IBRD total",2000,95728775,36306977,32.0134
"2329","IDA total",2000,26321718,11244558,26.77096
"2330","IDA blend",2000,5937540,3312382,22.27802
"2331","Indonesia",2000,1811570,471770,54.8745
"2332","IDA only",2000,20384178,7932176,28.08038
"2333","Isle of Man",2000,570,438,6.070175
"2334","India",2000,2973190,1809750,21.99321
"2335","Ireland",2000,68890,44120,9.216867
"2336","Iran, Islamic Rep.",2000,1628760,628840,5.725619
"2337","Iraq",2000,437370,83000,1.87027
"2338","Iceland",2000,100250,18890,0.2872818
"2339","Israel",2000,21640,5660,7.07024
"2340","Italy",2000,294110,156370,28.45534
"2341","Jamaica",2000,10830,4790,31.47738
"2342","Jordan",2000,88240,10690,1.104941
"2343","Japan",2000,364500,52580,68.24691
"2344","Kenya",2000,569140,266710,6.24978
"2345","Cambodia",2000,176520,47700,65.40902
"2346","Kiribati",2000,810,340,15
"2347","St. Kitts and Nevis",2000,260,95,42.30769
"2348","Korea, Rep.",2000,96460,19730,65.18764
"2349","Kuwait",2000,17820,1480,0.2721661
"2350","Latin America & Caribbean (excluding high income)",2000,19096650,6827492,50.33438
"2351","Lao PDR",2000,230800,18060,71.60308
"2352","Lebanon",2000,10230,5950,12.80547
"2353","Liberia",2000,96320,26100,48.05855
"2354","Libya",2000,1759540,154500,0.1233277
"2355","St. Lucia",2000,610,142,34.7541
"2356","Latin America & Caribbean",2000,20042744.4,7132006,48.88272
