"","Country.Name","Year","Population","Total.Land","Agriculture.Land","Forest.Area","Population.Density","CO2Emission","Region","IncomeGroup"
"1258","Mali",2010,15075085,1220190,410510,4.187872,12.3547,0.063974498,"Sub-Saharan Africa","Low income"
"1259","Malta",2010,414508,320,103.3,1.09375,1295.338,6.095329885,"Middle East & North Africa","High income"
"1260","Myanmar",2010,50155896,653260,125260,48.6376,76.77785,0.249531401,"East Asia & Pacific","Lower middle income"
"1261","Mauritania",2010,3609543,1030700,397110,0.2347919,3.502031,0.61971003,"Sub-Saharan Africa","Lower middle income"
"1262","Mauritius",2010,1250400,2030,910,18.91626,615.9606,3.132082534,"Sub-Saharan Africa","Upper middle income"
"1263","Netherlands",2010,16615394,33730,18723,11.0584,492.5999,10.932543158,"Europe & Central Asia","High income"
"1264","Nepal",2010,27023137,143350,41260,25.36449,188.5116,0.187128275,"South Asia","Low income"
"1265","New Zealand",2010,4350700,263310,114080,38.55152,16.52311,7.304163008,"East Asia & Pacific","High income"
"1266","Pakistan",2010,170560182,770880,352420,2.188408,221.2539,0.946268168,"South Asia","Lower middle income"
"1267","Panama",2010,3643222,74340,22663.9,63.20958,49.00756,2.515310074,"Latin America & Caribbean","Upper middle income"
"1268","Portugal",2010,10573100,91590,36541.7,35.36412,115.4395,4.552752646,"Europe & Central Asia","High income"
"1269","Romania",2010,20246871,230050,141560,28.31993,88.01074,3.916055671,"Europe & Central Asia","Upper middle income"
"1270","Saudi Arabia",2010,27425676,2149690,1734060,0.4544841,12.75797,18.980485732,"Middle East & North Africa","High income"
"1271","Sudan",2010,34385963,2376000,1000192,11.46423,19.43239,0.345245386,"Sub-Saharan Africa","Lower middle income"
"1272","Singapore",2010,5076732,702,7.4,23.2906,7231.812,8.656223728,"East Asia & Pacific","High income"
"1273","Sierra Leone",2010,6458720,72180,39303.8,37.76669,89.48074,0.112416392,"Sub-Saharan Africa","Low income"
"1274","Sweden",2010,9378126,410340,30850,68.414,22.85453,5.547348052,"Europe & Central Asia","High income"
"1275","Thailand",2010,67208808,510890,210600,31.80528,131.5524,4.293919824,"East Asia & Pacific","Upper middle income"
"1276","Tanzania",2010,46098591,885800,374500,54.09799,52.04176,0.154161892,"Sub-Saharan Africa","Low income"
"1277","Uganda",2010,33915133,200520,142650,13.7293,169.1359,0.1155833,"Sub-Saharan Africa","Low income"
"1278","United States",2010,309348193,9147420,4084262,33.74941,33.81808,17.484727974,"North America","High income"
"1279","Samoa",2010,186205,2830,350,60.42403,65.79682,1.102827529,"East Asia & Pacific","Upper middle income"
"1280","Yemen, Rep.",2010,23606779,527970,235790,1.039832,44.71235,0.992601744,"Middle East & North Africa","Lower middle income"
"1281","South Africa",2010,50979432,1213090,968910,7.617737,42.02444,9.299811199,"Sub-Saharan Africa","Upper middle income"
"1282","Afghanistan",2011,29708599,652860,379110,2.067825,45.50531,0.412387235,"South Asia","Low income"
"1283","Argentina",2011,41656879,2736690,1482810,10.34067,15.22163,4.600290699,"Latin America & Caribbean","Upper middle income"
"1284","Australia",2011,22340024,7682300,4096726,16.07839,2.907986,16.862600953,"East Asia & Pacific","High income"
"1285","Austria",2011,8391643,82561,27573,46.77511,101.6417,7.776538158,"Europe & Central Asia","High income"
"1286","Bulgaria",2011,7348328,108560,50880,34.5818,67.68909,6.714881535,"Europe & Central Asia","Upper middle income"
"1287","Brunei Darussalam",2011,394013,5270,134,72.10626,74.76528,24.607177936,"East Asia & Pacific","High income"
"1288","Central African Republic",2011,4476153,622980,50800,35.68718,7.185067,0.0622615,"Sub-Saharan Africa","Low income"
"1289","Canada",2011,34342780,9093510,625970,38.18717,3.776625,14.481341959,"North America","High income"
"1290","China",2011,1344130000,9388211,5145530,21.53259,143.1721,7.234858712,"East Asia & Pacific","Upper middle income"
"1291","Congo, Dem. Rep.",2011,66713597,2267050,260400,67.85188,29.42749,0.036992324,"Sub-Saharan Africa","Low income"
"1292","Cabo Verde",2011,508067,4030,780,21.35236,126.0712,1.046545042,"Sub-Saharan Africa","Lower middle income"
"1293","Costa Rica",2011,4600474,51060,18190,51.60987,90.09937,1.682660743,"Latin America & Caribbean","Upper middle income"
"1294","Cuba",2011,11354651,106863,64079,27.93858,106.2543,3.169444662,"Latin America & Caribbean","Upper middle income"
"1295","Cyprus",2011,1124835,9240,1163,18.70238,121.7354,6.60156823,"Europe & Central Asia","High income"
"1296","Algeria",2011,36819558,2381740,413880,0.8084846,15.4591,3.291376176,"Middle East & North Africa","Upper middle income"
"1297","Egypt, Arab Rep.",2011,85897561,995450,36200,0.0709227,86.29018,2.528167325,"Middle East & North Africa","Lower middle income"
"1298","Spain",2011,46742697,499880,270140,36.57144,93.50784,5.788018458,"Europe & Central Asia","High income"
"1299","Ethiopia",2011,90046756,1e+06,363252,12.3366,90.04676,0.085803968,"Sub-Saharan Africa","Low income"
"1300","Finland",2011,5388272,303890,22866,73.11198,17.73099,10.511127686,"Europe & Central Asia","High income"
"1301","Fiji",2011,867086,18270,4250,54.61193,47.45955,1.835432702,"East Asia & Pacific","Upper middle income"
"1302","France",2011,65342776,547557,288786,30.20142,119.3351,5.073814694,"Europe & Central Asia","High income"
"1303","Gambia, The",2011,1746363,10120,6150,47.58893,172.5655,0.249875312,"Sub-Saharan Africa","Low income"
"1304","Greece",2011,11104899,128900,81800,30.51358,86.15127,7.269344638,"Europe & Central Asia","High income"
"1305","Haiti",2011,10145054,27560,18300,3.635704,368.1079,0.218681438,"Latin America & Caribbean","Low income"
"1306","Indonesia",2011,245707511,1811570,565000,51.74937,135.6324,2.333585374,"East Asia & Pacific","Lower middle income"
"1307","India",2011,1247236029,2973190,1796700,23.53311,419.4942,1.480684887,"South Asia","Lower middle income"
"1308","Ireland",2011,4576794,68890,45550,10.61562,66.43626,7.827879079,"Europe & Central Asia","High income"
"1309","Iran, Islamic Rep.",2011,75491582,1628760,463926,6.564491,46.34911,8.201783558,"Middle East & North Africa","Upper middle income"
"1310","Iraq",2011,31727053,434320,85300,1.899521,73.04995,4.221313622,"Middle East & North Africa","Upper middle income"
"1311","Italy",2011,59379449,294140,138526,30.87577,201.8748,6.702557614,"Europe & Central Asia","High income"
"1312","Japan",2011,127833000,364555,45610,68.4791,350.6549,9.317283237,"East Asia & Pacific","High income"
"1313","Kenya",2011,42486839,569140,276300,7.496574,74.65095,0.316754325,"Sub-Saharan Africa","Lower middle income"
"1314","Korea, Rep.",2011,49936638,97230,17561,63.91443,513.5929,11.802968734,"East Asia & Pacific","High income"
"1315","Lebanon",2011,4588368,10230,6510,13.39003,448.5208,4.457109587,"Middle East & North Africa","Upper middle income"
"1316","Liberia",2011,4070167,96320,27050,44.63248,42.25672,0.219830783,"Sub-Saharan Africa","Low income"
"1317","Libya",2011,6193501,1759540,153510,0.1233277,3.519955,6.360039984,"Middle East & North Africa","Upper middle income"
"1318","Sri Lanka",2011,20271000,62710,27300,33.43007,323.2499,0.751453702,"South Asia","Lower middle income"
"1319","Mali",2011,15540989,1220190,416510,4.123128,12.73653,0.067247651,"Sub-Saharan Africa","Low income"
"1320","Malta",2011,416268,320,103.3,1.09375,1300.838,6.051940096,"Middle East & North Africa","High income"
"1321","Myanmar",2011,50553031,653290,125580,47.79899,77.38222,0.282824446,"East Asia & Pacific","Lower middle income"
"1322","Mauritania",2011,3717672,1030700,396610,0.2313961,3.606939,0.644099587,"Sub-Saharan Africa","Lower middle income"
"1323","Mauritius",2011,1252404,2030,890,18.93596,616.9478,3.129998786,"Sub-Saharan Africa","Upper middle income"
"1324","Netherlands",2011,16693074,33720,18584,11.07948,495.0496,10.327656728,"Europe & Central Asia","High income"
"1325","Nepal",2011,27327147,143350,41266,25.36449,190.6323,0.202491061,"South Asia","Low income"
"1326","New Zealand",2011,4384000,263310,113710,38.55228,16.64958,7.185948221,"East Asia & Pacific","High income"
"1327","Pakistan",2011,174184265,770880,359360,2.132628,225.9551,0.930095838,"South Asia","Lower middle income"
"1328","Panama",2011,3707782,74340,22630,62.98897,49.876,2.723708675,"Latin America & Caribbean","Upper middle income"
"1329","Portugal",2011,10557560,91590,36493.6,35.23965,115.2698,4.510827218,"Europe & Central Asia","High income"
"1330","Romania",2011,20147528,230170,139820,28.60581,87.53325,4.212562206,"Europe & Central Asia","Upper middle income"
"1331","Saudi Arabia",2011,28238020,2149690,1733880,0.4544841,13.13586,17.732434852,"Middle East & North Africa","High income"
"1332","Sudan",2011,35167314,2376000,682113.6,8.37862,19.96141,0.330142237,"Sub-Saharan Africa","Lower middle income"
"1333","Singapore",2011,5183688,704,7.3,23.22443,7363.193,7.393863983,"East Asia & Pacific","High income"
"1334","Sierra Leone",2011,6611692,72180,40176.3,38.64782,91.60006,0.135882766,"Sub-Saharan Africa","Low income"
"1335","Sweden",2011,9449213,410340,30660,68.414,23.02776,5.474957121,"Europe & Central Asia","High income"
"1336","Thailand",2011,67530130,510890,210600,31.864,132.1814,4.299444692,"East Asia & Pacific","Upper middle income"
"1337","Tanzania",2011,47570902,885800,383000,53.67803,53.70389,0.170126457,"Sub-Saharan Africa","Low income"
"1338","Uganda",2011,35093648,200520,144150,13.05506,175.0132,0.121524015,"Sub-Saharan Africa","Low income"
"1339","United States",2011,311663358,9147420,4046693,33.77947,34.07118,17.022469228,"North America","High income"
"1340","Samoa",2011,187665,2830,350,60.42403,66.31272,1.250568833,"East Asia & Pacific","Upper middle income"
"1341","Yemen, Rep.",2011,24252206,527970,234520,1.039832,45.93482,0.810900295,"Middle East & North Africa","Lower middle income"
"1342","South Africa",2011,51729345,1213090,963740,7.617737,42.64263,9.183140531,"Sub-Saharan Africa","Upper middle income"
"1343","Afghanistan",2012,30696958,652860,379100,2.067825,47.0192,0.666337231,"South Asia","Low income"
"1344","Argentina",2012,42096739,2736690,1492540,10.23221,15.38236,4.569470785,"Latin America & Caribbean","Upper middle income"
"1345","Australia",2012,22728254,7682300,4054740,16.11848,2.958522,16.519385783,"East Asia & Pacific","High income"
"1346","Austria",2012,8429991,82554,27352,46.80088,102.1149,7.384032201,"Europe & Central Asia","High income"
"1347","Bulgaria",2012,7305888,108560,51230,34.74024,67.29816,6.142043103,"Europe & Central Asia","Upper middle income"
"1348","Brunei Darussalam",2012,399748,5270,134,72.10626,75.85351,24.144070765,"East Asia & Pacific","High income"
"1349","Central African Republic",2012,4490416,622980,50800,35.66214,7.207962,0.06533025,"Sub-Saharan Africa","Low income"
"1350","Canada",2012,34750545,9093510,654460,38.18204,3.821467,13.858826617,"North America","High income"
"1351","China",2012,1350695000,9388211,5145530,21.69686,143.8714,7.418954608,"East Asia & Pacific","Upper middle income"
"1352","Congo, Dem. Rep.",2012,68978682,2267050,262000,67.71452,30.42663,0.037106624,"Sub-Saharan Africa","Low income"
"1353","Cabo Verde",2012,513979,4030,840,21.59305,127.5382,0.963161919,"Sub-Saharan Africa","Lower middle income"
"1354","Costa Rica",2012,4654122,51060,18120,52.20133,91.15006,1.668780062,"Latin America & Caribbean","Upper middle income"
"1355","Cuba",2012,11382146,106449,64056,28.55076,106.9258,3.176608348,"Latin America & Caribbean","Upper middle income"
"1356","Cyprus",2012,1135062,9240,1169,18.69913,122.8422,6.096256416,"Europe & Central Asia","High income"
"1357","Algeria",2012,37565847,2381740,413981.9,0.8116755,15.77244,3.46026581,"Middle East & North Africa","Upper middle income"
"1358","Egypt, Arab Rep.",2012,87813257,995450,36960,0.07152544,88.21463,2.471928185,"Middle East & North Africa","Lower middle income"
"1359","Spain",2012,46773055,500210,269420,36.61556,93.50684,5.660938803,"Europe & Central Asia","High income"
"1360","Ethiopia",2012,92444183,1e+06,364880,12.3772,92.44418,0.092622864,"Sub-Saharan Africa","Low income"
"1361","Finland",2012,5413971,303890,22851,73.11198,17.81556,9.018538334,"Europe & Central Asia","High income"
"1362","Fiji",2012,873596,18270,4250,54.87794,47.81587,1.825952729,"East Asia & Pacific","Upper middle income"
"1363","France",2012,65659790,547557,288448,30.40779,119.9141,5.070931022,"Europe & Central Asia","High income"
"1364","Gambia, The",2012,1802125,10120,6050,47.74704,178.0756,0.262491781,"Sub-Saharan Africa","Low income"
"1365","Greece",2012,11045011,128900,81460,30.74787,85.68666,7.240367257,"Europe & Central Asia","High income"
"1366","Haiti",2012,10289210,27560,17700,3.606676,373.3385,0.225240227,"Latin America & Caribbean","Low income"
"1367","Indonesia",2012,248883232,1811570,565000,51.37157,137.3854,2.408920148,"East Asia & Pacific","Lower middle income"
"1368","India",2012,1263065852,2973190,1796420,23.59311,424.8184,1.598098637,"South Asia","Lower middle income"
"1369","Ireland",2012,4586897,68890,45330,10.69807,66.58291,7.787453479,"Europe & Central Asia","High income"
"1370","Iran, Islamic Rep.",2012,76453574,1628760,462458,6.564491,46.93974,8.421618864,"Middle East & North Africa","Upper middle income"
"1371","Iraq",2012,32776571,434320,85685,1.899521,75.46641,4.668362319,"Middle East & North Africa","Upper middle income"
"1372","Italy",2012,59539717,294140,137290,31.05868,202.4197,6.205044324,"Europe & Central Asia","High income"
"1373","Japan",2012,127629000,364560,45490,68.47378,350.0905,9.633973752,"East Asia & Pacific","High income"
"1374","Kenya",2012,43646629,569140,277300,7.560881,76.68874,0.286745421,"Sub-Saharan Africa","Lower middle income"
"1375","Korea, Rep.",2012,50199853,97350,17880,63.75758,515.6636,11.635089051,"East Asia & Pacific","High income"
"1376","Lebanon",2012,4916404,10230,6580,13.39785,480.5869,4.605003576,"Middle East & North Africa","Upper middle income"
"1377","Liberia",2012,4181563,96320,27100,44.32101,43.41324,0.246421494,"Sub-Saharan Africa","Low income"
"1378","Libya",2012,6198258,1759540,153550,0.1233277,3.522658,8.453627293,"Middle East & North Africa","Upper middle income"
"1379","Sri Lanka",2012,20425000,62710,26900,33.32483,325.7056,0.79444186,"South Asia","Lower middle income"
"1380","Mali",2012,16006670,1220190,416510,4.058384,13.11818,0.062083931,"Sub-Saharan Africa","Low income"
"1381","Malta",2012,419455,320,103,1.09375,1310.797,6.355649593,"Middle East & North Africa","High income"
"1382","Myanmar",2012,50986514,653150,125490,46.97267,78.06249,0.253665293,"East Asia & Pacific","Lower middle income"
"1383","Mauritania",2012,3830239,1030700,396610,0.2280004,3.716153,0.693144214,"Sub-Saharan Africa","Lower middle income"
"1384","Mauritius",2012,1255882,2030,870,18.95567,618.6611,3.241044939,"Sub-Saharan Africa","Upper middle income"
"1385","Netherlands",2012,16754962,33720,18417,11.09727,496.885,10.109168257,"Europe & Central Asia","High income"
"1386","Nepal",2012,27649925,143350,41210,25.36449,192.884,0.211400139,"South Asia","Low income"
"1387","New Zealand",2012,4408100,263310,112094,38.55304,16.7411,7.827968966,"East Asia & Pacific","High income"
"1388","Pakistan",2012,177911533,770880,360630,2.076847,230.7902,0.916525681,"South Asia","Lower middle income"
"1389","Panama",2012,3772938,74340,22570,62.76836,50.75246,2.672784445,"Latin America & Caribbean","Upper middle income"
"1390","Portugal",2012,10514844,91590,36644.1,35.11519,114.8034,4.380586816,"Europe & Central Asia","High income"
"1391","Romania",2012,20058035,230020,137330,28.92531,87.20127,4.074315455,"Europe & Central Asia","Upper middle income"
"1392","Saudi Arabia",2012,29086357,2149690,1733450,0.4544841,13.53049,19.459218733,"Middle East & North Africa","High income"
"1393","Sudan",2012,35990192,2376000,682071.6,8.30521,20.4937,0.301083381,"Sub-Saharan Africa","Lower middle income"
"1394","Singapore",2012,5312437,706,7.3,23.15864,7524.698,10.282907637,"East Asia & Pacific","High income"
"1395","Sierra Leone",2012,6766103,72180,38366.5,39.52896,93.7393,0.152292538,"Sub-Saharan Africa","Low income"
"1396","Sweden",2012,9519374,407340,30486,68.91786,23.3696,4.942300828,"Europe & Central Asia","High income"
"1397","Thailand",2012,67843979,510890,218600,31.92272,132.7957,4.498892157,"East Asia & Pacific","Upper middle income"
"1398","Tanzania",2012,49082997,885800,397000,53.25807,55.41092,0.194470623,"Sub-Saharan Africa","Low income"
"1399","Uganda",2012,36306796,200520,144650,12.38081,181.0632,0.112514417,"Sub-Saharan Africa","Low income"
"1400","United States",2012,313998379,9147420,4087065,33.80953,34.32644,16.292460003,"North America","High income"
"1401","Samoa",2012,189194,2830,350,60.42403,66.853,1.337373278,"East Asia & Pacific","Upper middle income"
"1402","Yemen, Rep.",2012,24909969,527970,235500,1.039832,47.18065,0.734284174,"Middle East & North Africa","Lower middle income"
"1403","South Africa",2012,52506515,1213090,968410,7.617737,43.28328,8.99071752,"Sub-Saharan Africa","Upper middle income"
"1404","Afghanistan",2013,31731688,652860,379100,2.067825,48.60412,0.670263744,"South Asia","Low income"
"1405","Argentina",2013,42539925,2736690,1491990,10.12376,15.5443,4.462127942,"Latin America & Caribbean","Upper middle income"
"1406","Australia",2013,23117353,7682300,3966153,16.15857,3.009171,16.347302046,"East Asia & Pacific","High income"
"1407","Austria",2013,8479375,82531,27164,46.83573,102.7417,7.360055782,"Europe & Central Asia","High income"
"1408","Bulgaria",2013,7265115,108560,49950,34.89867,66.92258,5.445648555,"Europe & Central Asia","Upper middle income"
"1409","Brunei Darussalam",2013,405716,5270,144,72.10626,76.98596,19.18840026,"East Asia & Pacific","High income"
"1410","Central African Republic",2013,4499653,622980,50800,35.6371,7.222789,0.06601109,"Sub-Saharan Africa","Low income"
"1411","Canada",2013,35155451,9093510,653510,38.17692,3.865994,13.532313325,"North America","High income"
"1412","China",2013,1357380000,9388211,5145530,21.86113,144.5835,7.550916485,"East Asia & Pacific","Upper middle income"
"1413","Congo, Dem. Rep.",2013,71316033,2267050,262000,67.57716,31.45764,0.038975612,"Sub-Saharan Africa","Low income"
"1414","Cabo Verde",2013,520106,4030,840,21.83127,129.0586,0.853108789,"Sub-Saharan Africa","Lower middle income"
"1415","Costa Rica",2013,4706401,51060,18115,52.79279,92.17393,1.618297931,"Latin America & Caribbean","Upper middle income"
"1416","Cuba",2013,11412167,104220,63423,29.67569,109.5007,3.447160912,"Latin America & Caribbean","Upper middle income"
"1417","Cyprus",2013,1143896,9240,1074,18.69697,123.7983,5.199663256,"Europe & Central Asia","High income"
"1418","Algeria",2013,38338562,2381740,414316.4,0.8148664,16.09687,3.500805977,"Middle East & North Africa","Upper middle income"
"1419","Egypt, Arab Rep.",2013,89807433,995450,37610,0.07212818,90.21792,2.371878985,"Middle East & North Africa","Lower middle income"
"1420","Spain",2013,46620045,500210,267332,36.68379,93.20095,5.082982524,"Europe & Central Asia","High income"
"1421","Ethiopia",2013,94887724,1e+06,362590,12.4178,94.88772,0.112072453,"Sub-Saharan Africa","Low income"
"1422","Finland",2013,5438972,303890,22585,73.11198,17.89783,8.512553843,"Europe & Central Asia","High income"
"1423","Fiji",2013,879715,18270,4250,55.14395,48.15079,1.942472278,"East Asia & Pacific","Upper middle income"
"1424","France",2013,65998570,547557,287737,30.61416,120.5328,5.048457171,"Europe & Central Asia","High income"
"1425","Gambia, The",2013,1859324,10120,6050,47.90514,183.7277,0.26427777,"Sub-Saharan Africa","Low income"
"1426","Greece",2013,10965211,128900,82060,30.98216,85.06758,6.306851095,"Europe & Central Asia","High income"
"1427","Haiti",2013,10431776,27560,18400,3.577649,378.5115,0.23059851,"Latin America & Caribbean","Low income"
"1428","Indonesia",2013,252032263,1811570,570000,50.99378,139.1237,1.90199819,"East Asia & Pacific","Lower middle income"
"1429","India",2013,1278562207,2973190,1796120,23.65311,430.0304,1.591437853,"South Asia","Lower middle income"
"1430","Ireland",2013,4598294,68890,44770,10.78037,66.74835,7.603873306,"Europe & Central Asia","High income"
"1431","Iran, Islamic Rep.",2013,77435384,1628760,461000,6.564491,47.54254,7.967629075,"Middle East & North Africa","Upper middle income"
"1432","Iraq",2013,33883145,434320,92350,1.899521,78.01424,4.952696127,"Middle East & North Africa","Upper middle income"
"1433","Italy",2013,60233948,294140,136300,31.24159,204.7799,5.723809985,"Europe & Central Asia","High income"
"1434","Japan",2013,127445000,364560,45370,68.46939,349.5858,9.756242756,"East Asia & Pacific","High income"
"1435","Kenya",2013,44826849,569140,276300,7.625189,78.76243,0.296701849,"Sub-Saharan Africa","Lower middle income"
"1436","Korea, Rep.",2013,50428893,97466,17687,63.60372,517.3998,11.74920084,"East Asia & Pacific","High income"
"1437","Lebanon",2013,5276102,10230,6580,13.40567,515.748,4.279937348,"Middle East & North Africa","Upper middle income"
"1438","Liberia",2013,4286291,96320,27000,44.00955,44.50053,0.223290253,"Sub-Saharan Africa","Low income"
"1439","Libya",2013,6195970,1759540,153550,0.1233277,3.521358,8.23776955,"Middle East & North Africa","Upper middle income"
"1440","Sri Lanka",2013,20585000,62710,27400,33.21958,328.2571,0.778469274,"South Asia","Lower middle income"
"1441","Mali",2013,16477818,1220190,412010,3.99364,13.50431,0.062311648,"Sub-Saharan Africa","Low income"
"1442","Malta",2013,423374,320,102.3,1.09375,1323.044,5.240130476,"Middle East & North Africa","High income"
"1443","Myanmar",2013,51448196,653080,125870,46.14105,78.77779,0.244974168,"East Asia & Pacific","Lower middle income"
"1444","Mauritania",2013,3946170,1030700,397110,0.2246046,3.828631,0.670922439,"Sub-Saharan Africa","Lower middle income"
"1445","Mauritius",2013,1258653,2030,860,18.97537,620.0261,2.960046971,"Sub-Saharan Africa","Upper middle income"
"1446","Netherlands",2013,16804432,33690,18476,11.12496,498.7958,10.114759249,"Europe & Central Asia","High income"
"1447","Nepal",2013,27985310,143350,41210,25.36449,195.2236,0.232321564,"South Asia","Low income"
"1448","New Zealand",2013,4442100,263310,111060,38.5538,16.87023,7.64505234,"East Asia & Pacific","High income"
"1449","Pakistan",2013,181712595,770880,362800,2.021067,235.721,0.844017488,"South Asia","Lower middle income"
"1450","Panama",2013,3838462,74340,22570,62.54775,51.63387,2.699764124,"Latin America & Caribbean","Upper middle income"
"1451","Portugal",2013,10457295,91600,37164.8,34.9869,114.1626,4.423980771,"Europe & Central Asia","High income"
"1452","Romania",2013,19983693,230030,139050,29.22488,86.87429,3.539707601,"Europe & Central Asia","Upper middle income"
"1453","Saudi Arabia",2013,29944476,2149690,1732950,0.4544841,13.92967,18.081093922,"Middle East & North Africa","High income"
"1454","Sudan",2013,36849918,2376000,681945.6,8.231806,21.03068,0.309100309,"Sub-Saharan Africa","Lower middle income"
"1455","Singapore",2013,5399162,707,6.7,23.12588,7636.721,9.36384739,"East Asia & Pacific","High income"
"1456","Sierra Leone",2013,6922079,72180,39486.5,40.41009,95.90024,0.172170095,"Sub-Saharan Africa","Low income"
"1457","Sweden",2013,9600379,407340,30479,68.91786,23.56847,4.617181884,"Europe & Central Asia","High income"
"1458","Thailand",2013,68143065,510890,221100,31.98144,133.3811,4.44825731,"East Asia & Pacific","Upper middle income"
"1459","Tanzania",2013,50636595,885800,396500,52.83811,57.16482,0.212329522,"Sub-Saharan Africa","Low income"
"1460","Uganda",2013,37553726,200520,144150,11.70656,187.2817,0.130358436,"Sub-Saharan Africa","Low income"
"1461","United States",2013,316204908,9147420,4058417,33.8396,34.56766,16.4012901,"North America","High income"
"1462","Samoa",2013,190757,2830,350,60.42403,67.4053,1.249521643,"East Asia & Pacific","Upper middle income"
"1463","Yemen, Rep.",2013,25576322,527970,235460,1.039832,48.44276,0.991006604,"Middle East & North Africa","Lower middle income"
"1464","South Africa",2013,53311956,1213090,968410,7.617737,43.94724,8.839271241,"Sub-Saharan Africa","Upper middle income"
