"","Country.Name","Year","Population","Population.Density","CO2Emission","Total.Land","Agriculture.Land","Forest.Area","Region","IncomeGroup"
"1589","Cameroon",1966,5915123,12.51322,0.058274021,472710,78000,NA,NA,NA
"1590","Congo, Dem. Rep.",1966,17861881,7.878909,0.134675178,2267050,251700,NA,"Sub-Saharan Africa","Low income"
"1591","Congo, Rep.",1966,1217391,3.564835,0.253023063,341500,105430,NA,NA,NA
"1592","Colombia",1966,19721462,17.77509,1.191686651,1109500,430200,NA,NA,NA
"1593","Comoros",1966,211478,113.6368,0.086699326,1861,950,NA,NA,NA
"1594","Cabo Verde",1966,239770,59.49628,0.091762939,4030,650,NA,"Sub-Saharan Africa","Lower middle income"
"1595","Costa Rica",1966,1642186,32.16189,0.605142779,51060,16350,NA,"Latin America & Caribbean","Upper middle income"
"1596","Caribbean small states",1966,4653919,11.49684,2.526129484,404800,22340,NA,NA,NA
"1597","Cuba",1966,8110430,75.51611,1.872286303,107400,45100,NA,"Latin America & Caribbean","Upper middle income"
"1598","Curacao",1966,136682,307.8423,NA,NA,NA,NA,NA,NA
"1599","Cayman Islands",1966,8441,35.17083,2.172136003,240,27,NA,NA,NA
"1600","Cyprus",1966,585308,63.34502,2.123861283,9240,4000,NA,"Europe & Central Asia","High income"
"1601","Czech Republic",1966,9821040,127.1003,NA,NA,NA,NA,NA,NA
"1602","Germany",1966,76600311,219.4034,NA,349130,195310,NA,"Europe & Central Asia","High income"
"1603","Djibouti",1966,122866,5.300518,1.134129865,23180,13010,NA,NA,NA
"1604","Dominica",1966,66311,88.41467,0.221200103,750,190,NA,NA,NA
"1605","Denmark",1966,4797381,113.2259,10.449011659,42370,30270,NA,NA,NA
"1606","Dominican Republic",1966,4001375,82.82705,0.417894349,48310,22650,NA,NA,NA
"1607","Algeria",1966,12980267,5.449909,0.649480708,2381740,441670,NA,"Middle East & North Africa","Upper middle income"
"1608","East Asia & Pacific (excluding high income)",1966,1002945706,62.96497,0.614540765,15928630,5880725,NA,NA,NA
"1609","Early-demographic dividend",1966,1130426147,34.00173,0.713940382,33246133,11563410,NA,NA,NA
"1610","East Asia & Pacific",1966,1165700563,47.77017,1.055475305,24402270,10885365,NA,NA,NA
"1611","Europe & Central Asia (excluding high income)",1966,304356201,13.41065,NA,22695114,593610,NA,NA,NA
"1612","Europe & Central Asia",1966,713341112,26.07388,NA,27358457,2512221,NA,NA,NA
"1613","Ecuador",1966,5405685,19.52639,0.447717542,276840,47300,NA,NA,NA
"1614","Egypt, Arab Rep.",1966,31697616,31.8425,0.838036148,995450,27800,NA,"Middle East & North Africa","Lower middle income"
"1615","Euro area",1966,280147494,105.881,NA,2645872,1334924,NA,NA,NA
"1616","Spain",1966,32283194,64.59481,2.407735709,499780,321560,NA,"Europe & Central Asia","High income"
"1617","Estonia",1966,1308597,30.87042,NA,NA,NA,NA,"Europe & Central Asia","High income"
"1618","Ethiopia",1966,25641376,23.28917,0.032177485,1101000,587700,NA,"Sub-Saharan Africa","Low income"
"1619","European Union",1966,430868372,102.3207,7.118114529,4210962,2073774,NA,NA,NA
"1620","Fragile and conflict affected situations",1966,136806087,9.291842,0.46851551,14723248,4488650,NA,NA,NA
"1621","Finland",1966,4580869,15.03946,6.444050245,304590,28594,NA,"Europe & Central Asia","High income"
"1622","Fiji",1966,476324,26.07137,0.677471637,18270,2230,NA,"East Asia & Pacific","Upper middle income"
"1623","France",1966,50508717,92.24224,6.874765083,547566,338460,NA,"Europe & Central Asia","High income"
"1624","Faroe Islands",1966,37334,26.74355,3.732415493,1396,30,NA,NA,NA
"1625","Micronesia, Fed. Sts.",1966,54199,NA,NA,NA,NA,NA,"East Asia & Pacific","Lower middle income"
"1626","Gabon",1966,542557,2.105627,0.702908634,257670,52700,NA,NA,NA
"1627","United Kingdom",1966,54648500,225.8856,11.318960777,241930,195500,NA,NA,NA
"1628","Georgia",1966,3966700,69.39886,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"1629","Ghana",1966,7890992,34.67958,0.18262989,227540,117000,NA,NA,NA
"1630","Gibraltar",1966,26612,2661.2,2.066924696,NA,NA,NA,NA,NA
"1631","Guinea",1966,3948869,16.0706,0.182009583,245720,145240,NA,NA,NA
"1632","Gambia, The",1966,408180,40.33399,0.080854035,10120,5290,NA,"Sub-Saharan Africa","Low income"
"1633","Guinea-Bissau",1966,662463,23.55843,0.099637263,28120,13580,NA,NA,NA
"1634","Equatorial Guinea",1966,284868,10.15572,0.090108401,28050,3290,NA,NA,NA
"1635","Greece",1966,8613651,66.82429,2.165209851,128900,90900,NA,"Europe & Central Asia","High income"
"1636","Grenada",1966,94875,279.0441,0.309206851,340,220,NA,NA,NA
"1637","Greenland",1966,40500,0.118525,9.597580247,341700,2350,NA,NA,NA
"1638","Guatemala",1966,5013153,46.78194,0.347450995,107160,27060,NA,NA,NA
"1639","Guam",1966,76607,141.8648,NA,540,170,NA,NA,NA
"1640","Guyana",1966,664521,3.378176,1.776879888,196710,13640,NA,NA,NA
"1641","High income",1966,813853230,23.29887,9.067305864,34931017.4,13175282,NA,NA,NA
"1642","Hong Kong SAR, China",1966,3629900,3558.725,1.42340092,1020,130,NA,"East Asia & Pacific","High income"
"1643","Honduras",1966,2414807,21.58197,0.334080529,111890,30150,NA,NA,NA
"1644","Heavily indebted poor countries (HIPC)",1966,187976481,9.515638,0.156465645,19754481,7047910,NA,NA,NA
"1645","Croatia",1966,4313000,77.14184,NA,NA,NA,NA,NA,NA
"1646","Haiti",1966,4357484,158.109,0.069847876,27560,16850,NA,"Latin America & Caribbean","Low income"
"1647","Hungary",1966,10178653,113.0836,6.065040728,90010,69270,NA,NA,NA
"1648","IBRD only",1966,2160019389,31.09752,1.268759637,69459539,16457575,NA,NA,NA
"1649","IDA & IBRD total",1966,2604311574,27.1884,1.102714504,95787600,26633264.9,NA,NA,NA
"1650","IDA total",1966,444292185,16.87523,0.293533962,26328061,10175689.9,NA,NA,NA
"1651","IDA blend",1966,142884219,24.06459,0.549099724,5937530,2904579.9,NA,NA,NA
"1652","Indonesia",1966,103067354,56.89394,0.226991953,1811570,384500,NA,"East Asia & Pacific","Lower middle income"
"1653","IDA only",1966,301407966,14.78176,0.162382061,20390531,7271110,NA,NA,NA
"1654","Isle of Man",1966,51049,89.55965,NA,570,310,NA,"Europe & Central Asia","High income"
"1655","India",1966,508161935,170.9147,0.338014194,2973190,1775300,NA,"South Asia","Lower middle income"
"1656","Ireland",1966,2888800,41.93352,5.231136458,68890,56350,NA,"Europe & Central Asia","High income"
"1657","Iran, Islamic Rep.",1966,25624656,15.73262,2.503896989,1628760,594800,NA,"Middle East & North Africa","Upper middle income"
"1658","Iraq",1966,8651164,19.77997,3.202365023,437370,89250,NA,"Middle East & North Africa","Upper middle income"
"1659","Iceland",1966,195570,1.950823,7.650130388,100250,21200,NA,NA,NA
"1660","Israel",1966,2629000,121.488,5.172018258,21640,5250,NA,NA,NA
"1661","Italy",1966,52519000,178.5692,4.079440621,294110,204050,NA,"Europe & Central Asia","High income"
"1662","Jamaica",1966,1780264,164.3826,1.977414586,10830,5170,NA,NA,NA
"1663","Jordan",1966,1265806,14.34504,1.251490355,88240,10940,NA,NA,NA
"1664","Japan",1966,99790000,272.1298,4.206264706,366700,68960,NA,"East Asia & Pacific","High income"
"1665","Kazakhstan",1966,11872939,4.397873,NA,NA,NA,NA,NA,NA
"1666","Kenya",1966,9822499,17.25849,0.27327506,569140,252250,NA,"Sub-Saharan Africa","Lower middle income"
"1667","Kyrgyz Republic",1966,2655300,13.84411,NA,NA,NA,NA,NA,NA
"1668","Cambodia",1966,6584766,37.30323,0.071282108,176520,36270,NA,NA,NA
"1669","Kiribati",1966,47459,58.59136,NA,810,430,NA,"East Asia & Pacific","Lower middle income"
"1670","St. Kitts and Nevis",1966,48358,138.1657,0.454981596,350,200,NA,NA,NA
"1671","Korea, Rep.",1966,29435571,305.1583,1.0196641,96460,23150,NA,"East Asia & Pacific","High income"
"1672","Latin America & Caribbean (excluding high income)",1966,243633320,12.73892,1.38479554,19125120,5543260,NA,NA,NA
"1673","Lao PDR",1966,2439196,10.56844,0.09621531,230800,14600,NA,NA,NA
"1674","Lebanon",1966,2136636,208.8598,1.699086789,10230,5960,NA,"Middle East & North Africa","Upper middle income"
"1675","Liberia",1966,1282814,13.31825,0.477379417,96320,25750,NA,"Sub-Saharan Africa","Low income"
"1676","Libya",1966,1803683,1.025088,1.457705705,1759540,122030,NA,"Middle East & North Africa","Upper middle income"
"1677","St. Lucia",1966,97881,160.4607,0.299710873,610,180,NA,NA,NA
"1678","Latin America & Caribbean",1966,259469769,12.9274,1.437412875,20071304.4,5852477,NA,NA,NA
"1679","Least developed countries: UN classification",1966,278704794,13.83333,0.120519945,20147344,7351740,NA,NA,NA
"1680","Low income",1966,177159065,13.2389,NA,13381701,4695950,NA,NA,NA
"1681","Liechtenstein",1966,19153,119.7062,NA,160,90,NA,"Europe & Central Asia","High income"
"1682","Sri Lanka",1966,11439000,182.4111,0.232733805,62710,22050,NA,"South Asia","Lower middle income"
"1683","Lower middle income",1966,1095615249,47.26709,0.49027636,23179240,9117569.9,NA,NA,NA
"1684","Low & middle income",1966,2576692364,27.1991,0.982078789,94734478,26203510.9,NA,NA,NA
"1685","Lesotho",1966,952206,31.36383,NA,30360,25830,NA,"Sub-Saharan Africa","Lower middle income"
"1686","Late-demographic dividend",1966,1221467515,27.41169,1.512298251,44560095,8593591,NA,NA,NA
"1687","Lithuania",1966,3008050,47.99059,NA,NA,NA,NA,"Europe & Central Asia","High income"
"1688","Luxembourg",1966,333895,NA,34.80352506,NA,NA,NA,"Europe & Central Asia","High income"
"1689","Latvia",1966,2283217,36.71003,NA,NA,NA,NA,"Europe & Central Asia","High income"
"1690","Macao SAR, China",1966,213196,10659.8,0.705205539,NA,NA,NA,"East Asia & Pacific","High income"
"1691","St. Martin (French part)",1966,4936,90.73529,NA,NA,NA,NA,NA,NA
"1692","Morocco",1966,14593284,32.69544,0.374658439,446340,247380,NA,NA,NA
"1693","Monaco",1966,23305,11652.5,NA,NA,NA,NA,NA,NA
"1694","Moldova",1966,2873000,100.0801,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"1695","Madagascar",1966,5918595,10.17745,0.09789249,581540,352700,NA,NA,NA
"1696","Maldives",1966,105190,350.6333,NA,300,50,NA,NA,NA
"1697","Middle East & North Africa",1966,124374455,11.06648,1.722311792,11238850,2895600,NA,NA,NA
"1698","Mexico",1966,46011038,23.66884,1.758940757,1943950,979140,NA,NA,NA
"1699","Marshall Islands",1966,17842,NA,NA,NA,NA,NA,"East Asia & Pacific","Upper middle income"
"1700","Middle income",1966,2403852235,29.5282,1.036869873,81408707,21507564.9,NA,NA,NA
"1701","Macedonia, FYR",1966,1617794,63.61754,NA,NA,NA,NA,NA,NA
"1702","Mali",1966,5635859,4.618837,0.033834061,1220190,317220,NA,"Sub-Saharan Africa","Low income"
"1703","Malta",1966,315200,985,1.314628807,320,140,NA,"Middle East & North Africa","High income"
"1704","Myanmar",1966,23944178,36.63766,0.117311273,653540,107400,NA,"East Asia & Pacific","Lower middle income"
"1705","Middle East & North Africa (excluding high income)",1966,114816087,13.28278,1.320923871,8643980,2012980,NA,NA,NA
"1706","Montenegro",1966,526419,39.13896,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"1707","Mongolia",1966,1139961,0.7337734,1.714541989,1553560,1406830,NA,NA,NA
"1708","Northern Mariana Islands",1966,11435,NA,NA,NA,NA,NA,NA,NA
"1709","Mozambique",1966,8381455,10.65828,0.25375785,786380,466940,NA,NA,NA
"1710","Mauritania",1966,1021882,0.9914446,0.17583537,1030700,395230,NA,"Sub-Saharan Africa","Lower middle income"
"1711","Mauritius",1966,768813,378.7256,0.357726781,2030,990,NA,"Sub-Saharan Africa","Upper middle income"
"1712","Malawi",1966,4158124,44.10399,NA,94280,36530,NA,"Sub-Saharan Africa","Low income"
"1713","Malaysia",1966,9789982,29.79754,NA,328550,36021,NA,NA,NA
"1714","North America",1966,216659000,11.87009,17.637850424,18252520,5060144,NA,NA,NA
"1715","Namibia",1966,700341,0.8506614,NA,823290,386460,NA,"Sub-Saharan Africa","Upper middle income"
"1716","New Caledonia",1966,93500,5.11488,16.158331551,18280,2620,NA,NA,NA
"1717","Niger",1966,4027758,3.179725,0.033685986,1266700,315000,NA,NA,NA
"1718","Nigeria",1966,51217359,56.23523,0.252020804,910770,565059.9,NA,NA,NA
"1719","Nicaragua",1966,2125240,17.6603,0.452068472,120340,35800,NA,NA,NA
"1720","Netherlands",1966,12456251,368.9648,8.321531816,33760,22450,NA,"Europe & Central Asia","High income"
"1721","Norway",1966,3753012,10.27533,5.2127318,365245,10050,NA,NA,NA
"1722","Nepal",1966,11109884,77.6915,0.017163456,143000,35530,NA,"South Asia","Low income"
"1723","Nauru",1966,5936,296.8,NA,20,4,NA,NA,NA
"1724","New Zealand",1966,2675900,10.16255,5.237592586,263310,158280,NA,"East Asia & Pacific","High income"
"1725","OECD members",1966,854364014,24.84566,8.645770191,34386857,13465151,NA,NA,NA
"1726","Oman",1966,642003,2.074323,NA,309500,10360,NA,"Middle East & North Africa","High income"
"1727","Other small states",1966,10278079,5.040167,1.622893094,2039234,810290,NA,NA,NA
"1728","Pakistan",1966,52191095,67.70327,0.38945688,770880,374150,NA,"South Asia","Lower middle income"
"1729","Panama",1966,1353804,18.21098,1.224316075,74340,16680,NA,"Latin America & Caribbean","Upper middle income"
"1730","Peru",1966,11941325,9.32916,1.110111734,1280000,176750,NA,NA,NA
"1731","Philippines",1966,31867563,106.8449,0.505962725,298260,81300,NA,NA,NA
"1732","Palau",1966,10946,NA,6.030147999,NA,NA,NA,"East Asia & Pacific","High income"
"1733","Papua New Guinea",1966,2289109,5.054783,0.1489798,452860,5110,NA,NA,NA
"1734","Poland",1966,31681000,103.4347,7.975704744,306290,199470,NA,NA,NA
"1735","Pre-demographic dividend",1966,217522775,10.8396,0.311902166,20067411,7418399.9,NA,NA,NA
"1736","Puerto Rico",1966,2624995,295.9408,NA,8870,5810,NA,"Latin America & Caribbean","High income"
"1737","Korea, Dem. People’s Rep.",1966,12864954,106.8429,NA,120410,23800,NA,NA,NA
"1738","Portugal",1966,8930990,97.60645,1.327035861,91500,39050,NA,"Europe & Central Asia","High income"
"1739","Paraguay",1966,2229376,5.611316,0.230279684,397300,110200,NA,NA,NA
"1740","Pacific island small states",1966,1044550,16.61709,0.597145949,62860,5294,NA,NA,NA
"1741","Post-demographic dividend",1966,810477286,25.76813,9.276934639,31452699,11790341,NA,NA,NA
"1742","French Polynesia",1966,96732,26.42951,1.250992433,3660,440,NA,NA,NA
"1743","Qatar",1966,79844,6.877175,78.62712289,11610,510,NA,NA,NA
"1744","Romania",1966,19215450,83.42212,4.381022511,230340,148350,NA,"Europe & Central Asia","Upper middle income"
"1745","Russian Federation",1966,127468000,7.777205,NA,NA,NA,NA,"Europe & Central Asia","Upper middle income"
"1746","Rwanda",1966,3319082,134.5392,0.013257883,24670,13650,NA,NA,NA
"1747","South Asia",1966,651094669,136.217,0.305463221,4779833,2686390,NA,NA,NA
"1748","Saudi Arabia",1966,5015204,2.332989,1.27882794,2149690,862840,NA,"Middle East & North Africa","High income"
"1749","Sudan",1966,9047798,5.196703,0.214127207,2376000,1093400,NA,"Sub-Saharan Africa","Lower middle income"
"1750","Senegal",1966,3789211,19.68115,0.453873643,192530,88470,NA,NA,NA
"1751","Singapore",1966,1934400,2887.164,0.348804797,670,130,NA,"East Asia & Pacific","High income"
"1752","Solomon Islands",1966,141026,5.038442,0.182016082,27990,550,NA,NA,NA
"1753","Sierra Leone",1966,2512652,34.81092,0.119671964,72180,26390,NA,"Sub-Saharan Africa","Low income"
"1754","El Salvador",1966,3290411,157.8135,0.396744358,20850,12500,NA,NA,NA
"1755","San Marino",1966,17835,297.25,NA,60,10,NA,NA,NA
"1756","Somalia",1966,3143836,5.011375,NA,627340,439300,NA,NA,NA
"1757","Sub-Saharan Africa (excluding high income)",1966,264176263,11.18551,0.673164144,23617731,9486549.9,NA,NA,NA
"1758","South Sudan",1966,3334191,NA,NA,NA,NA,NA,"Sub-Saharan Africa","Low income"
"1759","Sub-Saharan Africa",1966,264224962,11.18735,0.673060218,23618191,9486599.9,NA,NA,NA
"1760","Small states",1966,15976548,6.373045,1.911415664,2506894,837924,NA,NA,NA
"1761","Sao Tome and Principe",1966,66063,68.81562,0.166522865,960,360,NA,NA,NA
"1762","Suriname",1966,341133,2.18675,3.214092451,156000,440,NA,NA,NA
"1763","Slovak Republic",1966,4411666,91.71863,NA,NA,NA,NA,"Europe & Central Asia","High income"
"1764","Slovenia",1966,1669905,82.91485,NA,NA,NA,NA,"Europe & Central Asia","High income"
"1765","Sweden",1966,7807797,19.02763,9.29736416,410340,37970,NA,"Europe & Central Asia","High income"
"1766","Swaziland",1966,401183,23.32459,NA,17200,14930,NA,"Sub-Saharan Africa","Lower middle income"
"1767","Seychelles",1966,48699,105.8674,NA,460,50,NA,NA,NA
"1768","Syrian Arab Republic",1966,5553246,30.21681,0.885508584,183780,136300,NA,NA,NA
"1769","Turks and Caicos Islands",1966,5629,5.925263,NA,950,10,NA,NA,NA
"1770","Chad",1966,3372170,2.676325,0.025010898,1260000,479000,NA,NA,NA
"1771","East Asia & Pacific (IDA & IBRD countries)",1966,990056431,62.63001,0.613353425,15808020,5856895,NA,NA,NA
"1772","Europe & Central Asia (IDA & IBRD countries)",1966,336037201,14.60942,NA,23001404,793080,NA,NA,NA
"1773","Togo",1966,1774029,32.61682,0.101285266,54390,30750,NA,NA,NA
"1774","Thailand",1966,32789096,64.18034,0.289095954,510890,132100,NA,"East Asia & Pacific","Upper middle income"
"1775","Tajikistan",1966,2574478,18.39438,NA,NA,NA,NA,NA,NA
"1776","Turkmenistan",1966,1952141,4.15411,NA,NA,NA,NA,NA,NA
"1777","Latin America & the Caribbean (IDA & IBRD countries)",1966,248082224,12.44007,1.414135541,19942192,5800980,NA,NA,NA
"1778","Timor-Leste",1966,558676,37.57068,NA,14870,2300,NA,"East Asia & Pacific","Lower middle income"
"1779","Middle East & North Africa (IDA & IBRD countries)",1966,114816087,13.29204,1.320190541,8637960,2009320,NA,NA,NA
"1780","Tonga",1966,76779,106.6375,0.143281366,720,310,NA,NA,NA
"1781","South Asia (IDA & IBRD)",1966,651094669,136.217,0.305463221,4779833,2686390,NA,NA,NA
"1782","Sub-Saharan Africa (IDA & IBRD countries)",1966,264224962,11.18735,0.673060218,23618191,9486599.9,NA,NA,NA
"1783","Trinidad and Tobago",1966,919903,179.3183,4.408836584,5130,980,NA,NA,NA
"1784","Tunisia",1966,4638275,29.85501,0.62219877,155360,86270,NA,NA,NA
"1785","Turkey",1966,31717477,41.21133,0.994631477,769630,374840,NA,NA,NA
"1786","Tuvalu",1966,6938,231.2667,NA,30,20,NA,"East Asia & Pacific","Upper middle income"
"1787","Tanzania",1966,12038903,13.59099,0.113918851,885800,270000,NA,"Sub-Saharan Africa","Low income"
"1788","Uganda",1966,8292776,41.50331,0.088438419,199810,98850,NA,"Sub-Saharan Africa","Low income"
"1789","Ukraine",1966,45682308,78.85097,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"1790","Upper middle income",1966,1308236986,22.46692,1.493831391,58229467,12389995,NA,NA,NA
"1791","Uruguay",1966,2722877,15.55752,1.98509077,175020,159150,NA,NA,NA
"1792","United States",1966,196560000,21.46095,18.121073011,9158960,4355500,NA,"North America","High income"
"1793","Uzbekistan",1966,10520879,24.73173,NA,NA,NA,NA,NA,NA
"1794","St. Vincent and the Grenadines",1966,86857,222.7103,0.211094097,390,110,NA,NA,NA
"1795","Venezuela, RB",1966,10175140,11.53579,5.604756691,882050,195840,NA,NA,NA
"1796","British Virgin Islands",1966,9007,60.04667,NA,150,80,NA,NA,NA
"1797","Virgin Islands (U.S.)",1966,47300,135.1429,NA,350,160,NA,NA,NA
"1798","Vietnam",1966,39142000,120.2556,0.490532216,325490,63170,NA,NA,NA
"1799","Vanuatu",1966,76413,6.268499,NA,12190,1130,NA,"East Asia & Pacific","Lower middle income"
"1800","World",1966,3394864530,26.17042,3.532871525,129721425.4,39378796.9,NA,NA,NA
"1801","Samoa",1966,130688,46.17951,0.196414361,2830,620,NA,"East Asia & Pacific","Upper middle income"
"1802","Kosovo",1966,1106000,101.5891,NA,NA,NA,NA,"Europe & Central Asia","Lower middle income"
"1803","Yemen, Rep.",1966,5748588,10.8881,0.602811508,527970,233910,NA,"Middle East & North Africa","Lower middle income"
"1804","South Africa",1966,20325230,16.75492,6.315106939,1213090,964450,NA,"Sub-Saharan Africa","Upper middle income"
"1805","Zambia",1966,3676189,4.945169,NA,743390,196070,NA,"Sub-Saharan Africa","Lower middle income"
